,production_key,datetime,consumption,production,interval,intervalsec
77356,233962,2022-05-18 14:36:22.090,2380.64,2032.88,0 days 00:00:10.240000,10.0
77357,233963,2022-05-18 14:36:32.330,2376.26,2022.43,0 days 00:00:10.240000,10.0
77358,233964,2022-05-18 14:36:42.590,2373.39,1998.63,0 days 00:00:10.260000,10.0
77359,233965,2022-05-18 14:36:52.760,2368.39,1962.99,0 days 00:00:10.170000,10.0
77360,233966,2022-05-18 14:37:02.940,2362.83,1926.03,0 days 00:00:10.180000,10.0
77361,233967,2022-05-18 14:37:13.180,2363.66,1884.53,0 days 00:00:10.240000,10.0
77362,233968,2022-05-18 14:37:23.450,2339.59,1856.98,0 days 00:00:10.270000,10.0
77363,233969,2022-05-18 14:37:33.840,2288.96,1834.13,0 days 00:00:10.390000,10.0
77364,233970,2022-05-18 14:37:44.010,2259.08,1819.85,0 days 00:00:10.170000,10.0
77365,233971,2022-05-18 14:37:54.080,2238.67,1804.04,0 days 00:00:10.070000,10.0
77366,233972,2022-05-18 14:38:04.220,2222.96,1790.39,0 days 00:00:10.140000,10.0
77367,233973,2022-05-18 14:38:14.390,2210.67,1772.64,0 days 00:00:10.170000,10.0
77368,233974,2022-05-18 14:38:24.660,2187.06,1752.14,0 days 00:00:10.270000,10.0
77369,233975,2022-05-18 14:38:34.800,2165.03,1718.83,0 days 00:00:10.140000,10.0
77370,233976,2022-05-18 14:38:45.070,1438.22,1681.59,0 days 00:00:10.270000,10.0
77371,233977,2022-05-18 14:38:55.390,1411.6,1650.25,0 days 00:00:10.320000,10.0
77372,233978,2022-05-18 14:39:05.640,1412.08,1633.09,0 days 00:00:10.250000,10.0
77373,233979,2022-05-18 14:39:15.880,1412.56,1614.94,0 days 00:00:10.240000,10.0
77374,233980,2022-05-18 14:39:25.940,1413.14,1593.89,0 days 00:00:10.060000,10.0
77375,233981,2022-05-18 14:39:36.150,1410.8,1569.53,0 days 00:00:10.210000,10.0
77376,233982,2022-05-18 14:39:46.220,1410.63,1552.08,0 days 00:00:10.070000,10.0
77377,233983,2022-05-18 14:39:56.320,1398.76,1549.59,0 days 00:00:10.100000,10.0
77378,233984,2022-05-18 14:40:06.390,1410.55,1544.85,0 days 00:00:10.070000,10.0
77379,233985,2022-05-18 14:40:16.610,1411.91,1544.97,0 days 00:00:10.220000,10.0
77380,233986,2022-05-18 14:40:26.830,1413.37,1543.78,0 days 00:00:10.220000,10.0
77381,233987,2022-05-18 14:40:36.980,1405.56,1540.2,0 days 00:00:10.150000,10.0
77382,233988,2022-05-18 14:40:47.220,1400.09,1542.64,0 days 00:00:10.240000,10.0
77383,233989,2022-05-18 14:40:57.560,1478.41,1560.72,0 days 00:00:10.340000,10.0
77384,233990,2022-05-18 14:41:07.630,1489.61,1579.27,0 days 00:00:10.070000,10.0
77385,233991,2022-05-18 14:41:17.720,1494.81,1589.62,0 days 00:00:10.090000,10.0
77386,233992,2022-05-18 14:41:27.790,1497.73,1586.08,0 days 00:00:10.070000,10.0
77387,233993,2022-05-18 14:41:38.210,1495.29,1575.55,0 days 00:00:10.420000,10.0
77388,233994,2022-05-18 14:41:48.280,1517.51,1569.14,0 days 00:00:10.070000,10.0
77389,233995,2022-05-18 14:41:58.490,1609.8,1562.87,0 days 00:00:10.210000,10.0
77390,233996,2022-05-18 14:42:08.630,2006.08,1549.49,0 days 00:00:10.140000,10.0
77391,233997,2022-05-18 14:42:18.870,2135.28,1534.3,0 days 00:00:10.240000,10.0
77392,233998,2022-05-18 14:42:28.970,2193.09,1515.14,0 days 00:00:10.100000,10.0
77393,233999,2022-05-18 14:42:39.150,1529.2,1503.06,0 days 00:00:10.180000,10.0
77394,234000,2022-05-18 14:42:49.350,1552.49,1493.92,0 days 00:00:10.200000,10.0
77395,234001,2022-05-18 14:42:59.540,1581.56,1483.6,0 days 00:00:10.190000,10.0
77396,234002,2022-05-18 14:43:09.880,1582.81,1459.62,0 days 00:00:10.340000,10.0
77397,234003,2022-05-18 14:43:20.110,1586.74,1423.57,0 days 00:00:10.230000,10.0
77398,234004,2022-05-18 14:43:30.240,1588.69,1392.8,0 days 00:00:10.130000,10.0
77399,234005,2022-05-18 14:43:40.640,1586.08,1367.0,0 days 00:00:10.400000,10.0
77400,234006,2022-05-18 14:43:50.830,1593.82,1347.62,0 days 00:00:10.190000,10.0
77401,234007,2022-05-18 14:44:01.090,1635.19,1331.63,0 days 00:00:10.260000,10.0
77402,234008,2022-05-18 14:44:11.400,1636.61,1320.06,0 days 00:00:10.310000,10.0
77403,234009,2022-05-18 14:44:21.550,1650.45,1307.95,0 days 00:00:10.150000,10.0
77404,234010,2022-05-18 14:44:31.790,1650.96,1298.78,0 days 00:00:10.240000,10.0
77405,234011,2022-05-18 14:44:42.130,1652.34,1287.73,0 days 00:00:10.340000,10.0
77406,234012,2022-05-18 14:44:52.380,1649.88,1265.99,0 days 00:00:10.250000,10.0
77407,234013,2022-05-18 14:45:02.780,1661.91,1237.69,0 days 00:00:10.400000,10.0
77408,234014,2022-05-18 14:45:12.950,1665.81,1220.21,0 days 00:00:10.170000,10.0
77409,234015,2022-05-18 14:45:23.200,1661.95,1198.93,0 days 00:00:10.250000,10.0
77410,234016,2022-05-18 14:45:33.500,1662.43,1175.3,0 days 00:00:10.300000,10.0
77411,234017,2022-05-18 14:45:43.760,1667.53,1156.14,0 days 00:00:10.260000,10.0
77412,234018,2022-05-18 14:45:54.020,1665.86,1144.06,0 days 00:00:10.260000,10.0
77413,234019,2022-05-18 14:46:04.260,1692.9,1131.11,0 days 00:00:10.240000,10.0
77414,234020,2022-05-18 14:46:14.320,1691.69,1122.08,0 days 00:00:10.060000,10.0
77415,234021,2022-05-18 14:46:24.430,1698.7,1115.08,0 days 00:00:10.110000,10.0
77416,234022,2022-05-18 14:46:34.550,1633.14,1110.74,0 days 00:00:10.120000,10.0
77417,234023,2022-05-18 14:46:44.800,1629.41,1091.45,0 days 00:00:10.250000,10.0
77418,234024,2022-05-18 14:46:55.290,1626.04,1070.96,0 days 00:00:10.490000,10.0
77419,234025,2022-05-18 14:47:05.480,1625.01,1053.33,0 days 00:00:10.190000,10.0
77420,234026,2022-05-18 14:47:15.720,1642.3,1040.78,0 days 00:00:10.240000,10.0
77421,234027,2022-05-18 14:47:25.870,1625.44,1028.93,0 days 00:00:10.150000,10.0
77422,234028,2022-05-18 14:47:36.200,1613.97,1012.03,0 days 00:00:10.330000,10.0
77423,234029,2022-05-18 14:47:46.350,1624.7,1004.77,0 days 00:00:10.150000,10.0
77424,234030,2022-05-18 14:47:56.570,1624.0,1004.68,0 days 00:00:10.220000,10.0
77425,234031,2022-05-18 14:48:06.660,1626.95,1000.64,0 days 00:00:10.090000,10.0
77426,234032,2022-05-18 14:48:17.000,1639.98,998.159,0 days 00:00:10.340000,10.0
77427,234033,2022-05-18 14:48:27.120,1631.52,1001.51,0 days 00:00:10.120000,10.0
77428,234034,2022-05-18 14:48:37.360,1627.97,995.69,0 days 00:00:10.240000,10.0
77429,234035,2022-05-18 14:48:47.420,1632.63,996.422,0 days 00:00:10.060000,10.0
77430,234036,2022-05-18 14:48:57.760,1570.56,1002.75,0 days 00:00:10.340000,10.0
77431,234037,2022-05-18 14:49:07.840,1631.85,1008.26,0 days 00:00:10.080000,10.0
77432,234038,2022-05-18 14:49:18.090,1668.47,1018.76,0 days 00:00:10.250000,10.0
77433,234039,2022-05-18 14:49:28.150,1591.48,1034.9,0 days 00:00:10.060000,10.0
77434,234040,2022-05-18 14:49:38.470,1582.39,1048.26,0 days 00:00:10.320000,10.0
77435,234041,2022-05-18 14:49:48.550,1576.2,1069.5,0 days 00:00:10.080000,10.0
77436,234042,2022-05-18 14:49:58.660,1575.44,1087.89,0 days 00:00:10.110000,10.0
77437,234043,2022-05-18 14:50:08.720,1591.6,1109.13,0 days 00:00:10.060000,10.0
77438,234044,2022-05-18 14:50:19.050,1590.33,1125.04,0 days 00:00:10.330000,10.0
77439,234045,2022-05-18 14:50:29.120,1589.82,1140.73,0 days 00:00:10.070000,10.0
77440,234046,2022-05-18 14:50:39.430,1586.51,1150.38,0 days 00:00:10.310000,10.0
77441,234047,2022-05-18 14:50:49.500,1579.03,1152.54,0 days 00:00:10.070000,10.0
77442,234048,2022-05-18 14:50:59.730,1575.29,1150.33,0 days 00:00:10.230000,10.0
77443,234049,2022-05-18 14:51:09.830,1569.68,1153.59,0 days 00:00:10.100000,10.0
77444,234050,2022-05-18 14:51:20.070,1563.01,1160.51,0 days 00:00:10.240000,10.0
77445,234051,2022-05-18 14:51:30.300,1575.01,1169.54,0 days 00:00:10.230000,10.0
77446,234052,2022-05-18 14:51:40.440,1580.14,1175.35,0 days 00:00:10.140000,10.0
77447,234053,2022-05-18 14:51:50.580,1575.61,1189.21,0 days 00:00:10.140000,10.0
77448,234054,2022-05-18 14:52:00.830,1573.79,1198.06,0 days 00:00:10.250000,10.0
77449,234055,2022-05-18 14:52:10.960,1576.03,1213.63,0 days 00:00:10.130000,10.0
77450,234056,2022-05-18 14:52:21.310,1582.28,1223.78,0 days 00:00:10.350000,10.0
77451,234057,2022-05-18 14:52:31.640,1582.46,1227.29,0 days 00:00:10.330000,10.0
77452,234058,2022-05-18 14:52:41.890,1588.62,1223.39,0 days 00:00:10.250000,10.0
77453,234059,2022-05-18 14:52:52.010,1576.42,1213.7,0 days 00:00:10.120000,10.0
77454,234060,2022-05-18 14:53:02.280,1583.35,1204.03,0 days 00:00:10.270000,10.0
77455,234061,2022-05-18 14:53:12.470,1298.64,1195.95,0 days 00:00:10.190000,10.0
77456,234062,2022-05-18 14:53:22.750,1465.27,1191.91,0 days 00:00:10.280000,10.0
77457,234063,2022-05-18 14:53:32.850,1472.19,1189.48,0 days 00:00:10.100000,10.0
77458,234064,2022-05-18 14:53:43.010,1485.8,1190.3,0 days 00:00:10.160000,10.0
77459,234065,2022-05-18 14:53:53.080,1492.88,1196.38,0 days 00:00:10.070000,10.0
77460,234066,2022-05-18 14:54:03.300,1502.18,1196.84,0 days 00:00:10.220000,10.0
77461,234067,2022-05-18 14:54:13.530,1633.87,1192.83,0 days 00:00:10.230000,10.0
77462,234068,2022-05-18 14:54:23.780,1653.88,1184.51,0 days 00:00:10.250000,10.0
77463,234069,2022-05-18 14:54:34.040,1623.26,1179.57,0 days 00:00:10.260000,10.0
77464,234070,2022-05-18 14:54:44.170,1588.03,1169.98,0 days 00:00:10.130000,10.0
77465,234071,2022-05-18 14:54:54.400,1577.5,1167.07,0 days 00:00:10.230000,10.0
77466,234072,2022-05-18 14:55:04.740,1565.65,1161.14,0 days 00:00:10.340000,10.0
77467,234073,2022-05-18 14:55:14.860,1562.93,1157.11,0 days 00:00:10.120000,10.0
77468,234074,2022-05-18 14:55:25.100,1557.54,1158.37,0 days 00:00:10.240000,10.0
77469,234075,2022-05-18 14:55:35.260,1572.75,1160.53,0 days 00:00:10.160000,10.0
77470,234076,2022-05-18 14:55:45.480,1557.61,1162.21,0 days 00:00:10.220000,10.0
77471,234077,2022-05-18 14:55:55.840,723.874,1167.7,0 days 00:00:10.360000,10.0
77472,234078,2022-05-18 14:56:06.060,728.679,1165.3,0 days 00:00:10.220000,10.0
77473,234079,2022-05-18 14:56:16.200,696.833,1166.94,0 days 00:00:10.140000,10.0
77474,234080,2022-05-18 14:56:26.440,686.148,1168.74,0 days 00:00:10.240000,10.0
77475,234081,2022-05-18 14:56:36.780,683.767,1167.81,0 days 00:00:10.340000,10.0
77476,234082,2022-05-18 14:56:47.060,681.106,1166.95,0 days 00:00:10.280000,10.0
77477,234083,2022-05-18 14:56:57.260,679.273,1165.71,0 days 00:00:10.200000,10.0
77478,234084,2022-05-18 14:57:07.570,685.966,1168.31,0 days 00:00:10.310000,10.0
77479,234085,2022-05-18 14:57:17.760,961.419,1168.34,0 days 00:00:10.190000,10.0
77480,234086,2022-05-18 14:57:27.830,814.202,1171.08,0 days 00:00:10.070000,10.0
77481,234087,2022-05-18 14:57:38.030,823.715,1171.77,0 days 00:00:10.200000,10.0
77482,234088,2022-05-18 14:57:48.140,827.99,1175.61,0 days 00:00:10.110000,10.0
77483,234089,2022-05-18 14:57:58.410,813.738,1182.48,0 days 00:00:10.270000,10.0
77484,234090,2022-05-18 14:58:08.480,822.151,1192.12,0 days 00:00:10.070000,10.0
77485,234091,2022-05-18 14:58:18.550,822.33,1203.73,0 days 00:00:10.070000,10.0
77486,234092,2022-05-18 14:58:28.640,818.931,1206.72,0 days 00:00:10.090000,10.0
77487,234093,2022-05-18 14:58:38.840,814.481,1210.88,0 days 00:00:10.200000,10.0
77488,234094,2022-05-18 14:58:48.930,819.857,1211.4,0 days 00:00:10.090000,10.0
77489,234095,2022-05-18 14:58:59.020,842.564,1216.76,0 days 00:00:10.090000,10.0
77490,234096,2022-05-18 14:59:09.290,838.861,1222.1,0 days 00:00:10.270000,10.0
77491,234097,2022-05-18 14:59:19.360,1002.54,1227.88,0 days 00:00:10.070000,10.0
77492,234098,2022-05-18 14:59:29.440,1331.44,1233.97,0 days 00:00:10.080000,10.0
77493,234099,2022-05-18 14:59:39.580,1350.75,1231.66,0 days 00:00:10.140000,10.0
77494,234100,2022-05-18 14:59:49.830,1405.45,1233.22,0 days 00:00:10.250000,10.0
77495,234101,2022-05-18 15:00:00.260,1466.7,1238.28,0 days 00:00:10.430000,10.0
77496,234102,2022-05-18 15:00:10.390,1492.72,1243.41,0 days 00:00:10.130000,10.0
77497,234103,2022-05-18 15:00:20.640,1512.1,1245.76,0 days 00:00:10.250000,10.0
77498,234104,2022-05-18 15:00:31.130,1596.38,1249.82,0 days 00:00:10.490000,10.0
77499,234105,2022-05-18 15:00:41.230,1583.86,1257.03,0 days 00:00:10.100000,10.0
77500,234106,2022-05-18 15:00:51.460,1573.55,1262.41,0 days 00:00:10.230000,10.0
77501,234107,2022-05-18 15:01:01.590,1566.58,1268.9,0 days 00:00:10.130000,10.0
77502,234108,2022-05-18 15:01:11.870,1584.04,1273.6,0 days 00:00:10.280000,10.0
77503,234109,2022-05-18 15:01:22.200,1583.59,1290.33,0 days 00:00:10.330000,10.0
77504,234110,2022-05-18 15:01:32.480,1588.13,1316.38,0 days 00:00:10.280000,10.0
77505,234111,2022-05-18 15:01:45.430,1593.24,1362.7,0 days 00:00:12.950000,12.0
77506,234112,2022-05-18 15:01:55.660,1600.37,1400.79,0 days 00:00:10.230000,10.0
77507,234113,2022-05-18 15:02:05.910,1601.96,1436.78,0 days 00:00:10.250000,10.0
77508,234114,2022-05-18 15:02:16.150,1574.04,1474.22,0 days 00:00:10.240000,10.0
77509,234115,2022-05-18 15:02:26.420,1537.86,1504.43,0 days 00:00:10.270000,10.0
77510,234116,2022-05-18 15:02:36.470,1571.92,1549.18,0 days 00:00:10.050000,10.0
77511,234117,2022-05-18 15:02:46.560,1591.71,1589.23,0 days 00:00:10.090000,10.0
77512,234118,2022-05-18 15:02:56.700,1609.08,1637.61,0 days 00:00:10.140000,10.0
77513,234119,2022-05-18 15:03:06.870,1637.26,1700.68,0 days 00:00:10.170000,10.0
77514,234120,2022-05-18 15:03:17.180,1655.35,1762.24,0 days 00:00:10.310000,10.0
77515,234121,2022-05-18 15:03:27.330,1709.13,1836.06,0 days 00:00:10.150000,10.0
77516,234122,2022-05-18 15:03:37.570,1727.22,1918.4,0 days 00:00:10.240000,10.0
77517,234123,2022-05-18 15:03:47.650,1746.25,1989.49,0 days 00:00:10.080000,10.0
77518,234124,2022-05-18 15:03:57.740,1757.14,1997.24,0 days 00:00:10.090000,10.0
77519,234125,2022-05-18 15:04:07.820,1768.21,2063.54,0 days 00:00:10.080000,10.0
77520,234126,2022-05-18 15:04:17.900,1728.55,2213.39,0 days 00:00:10.080000,10.0
77521,234127,2022-05-18 15:04:27.970,1845.83,2472.06,0 days 00:00:10.070000,10.0
77522,234128,2022-05-18 15:04:38.280,1875.63,2641.56,0 days 00:00:10.310000,10.0
77523,234129,2022-05-18 15:04:48.330,1797.93,2857.41,0 days 00:00:10.050000,10.0
77524,234130,2022-05-18 15:04:58.450,1806.46,2816.26,0 days 00:00:10.120000,10.0
77525,234131,2022-05-18 15:05:08.520,1818.56,2645.13,0 days 00:00:10.070000,10.0
77526,234132,2022-05-18 15:05:18.880,1821.7,3169.4,0 days 00:00:10.360000,10.0
77527,234133,2022-05-18 15:05:28.950,1852.38,4362.79,0 days 00:00:10.070000,10.0
77528,234134,2022-05-18 15:05:39.210,1853.05,4135.96,0 days 00:00:10.260000,10.0
77529,234135,2022-05-18 15:05:49.340,1839.48,2886.49,0 days 00:00:10.130000,10.0
77530,234136,2022-05-18 15:05:59.580,1852.68,2756.74,0 days 00:00:10.240000,10.0
77531,234137,2022-05-18 15:06:09.730,1453.28,2881.01,0 days 00:00:10.150000,10.0
77532,234138,2022-05-18 15:06:19.970,1344.89,2928.26,0 days 00:00:10.240000,10.0
77533,234139,2022-05-18 15:06:30.210,1322.74,2488.53,0 days 00:00:10.240000,10.0
77534,234140,2022-05-18 15:06:40.470,1269.11,2436.39,0 days 00:00:10.260000,10.0
77535,234141,2022-05-18 15:06:50.700,1220.6,2501.23,0 days 00:00:10.230000,10.0
77536,234142,2022-05-18 15:07:00.860,1209.16,2661.46,0 days 00:00:10.160000,10.0
77537,234143,2022-05-18 15:07:11.090,1180.37,2755.88,0 days 00:00:10.230000,10.0
77538,234144,2022-05-18 15:07:21.340,1168.18,2759.37,0 days 00:00:10.250000,10.0
77539,234145,2022-05-18 15:07:31.670,1154.49,2596.34,0 days 00:00:10.330000,10.0
77540,234146,2022-05-18 15:07:41.920,1165.16,2632.72,0 days 00:00:10.250000,10.0
77541,234147,2022-05-18 15:07:52.140,1094.56,2625.86,0 days 00:00:10.220000,10.0
77542,234148,2022-05-18 15:08:02.200,421.805,3006.0,0 days 00:00:10.060000,10.0
77543,234149,2022-05-18 15:08:12.420,403.853,4252.69,0 days 00:00:10.220000,10.0
77544,234150,2022-05-18 15:08:22.480,407.542,6432.18,0 days 00:00:10.060000,10.0
77545,234151,2022-05-18 15:08:32.700,418.787,6484.6,0 days 00:00:10.220000,10.0
77546,234152,2022-05-18 15:08:42.840,397.093,5543.18,0 days 00:00:10.140000,10.0
77547,234153,2022-05-18 15:08:52.910,407.944,3821.82,0 days 00:00:10.070000,10.0
77548,234154,2022-05-18 15:09:03.100,426.841,6601.81,0 days 00:00:10.190000,10.0
77549,234155,2022-05-18 15:09:13.260,431.455,7087.89,0 days 00:00:10.160000,10.0
77550,234156,2022-05-18 15:09:23.470,385.308,3590.67,0 days 00:00:10.210000,10.0
77551,234157,2022-05-18 15:09:34.740,386.278,3081.52,0 days 00:00:11.270000,11.0
77552,234158,2022-05-18 15:09:44.970,384.067,2902.09,0 days 00:00:10.230000,10.0
77553,234159,2022-05-18 15:09:55.320,379.73,2689.37,0 days 00:00:10.350000,10.0
77554,234160,2022-05-18 15:10:05.560,378.999,2549.48,0 days 00:00:10.240000,10.0
77555,234161,2022-05-18 15:10:15.730,375.94,2487.6,0 days 00:00:10.170000,10.0
77556,234162,2022-05-18 15:10:25.940,380.852,2493.29,0 days 00:00:10.210000,10.0
77557,234163,2022-05-18 15:10:54.850,401.468,2727.1,0 days 00:00:28.910000,28.0
77558,234164,2022-05-18 15:11:05.070,416.236,3446.96,0 days 00:00:10.220000,10.0
77559,234165,2022-05-18 15:11:15.320,564.057,3963.46,0 days 00:00:10.250000,10.0
77560,234166,2022-05-18 15:11:25.430,974.805,5157.15,0 days 00:00:10.110000,10.0
77561,234167,2022-05-18 15:11:35.570,899.341,4803.87,0 days 00:00:10.140000,10.0
77562,234168,2022-05-18 15:11:45.850,1007.16,5418.85,0 days 00:00:10.280000,10.0
77563,234169,2022-05-18 15:11:56.050,1059.94,6459.88,0 days 00:00:10.200000,10.0
77564,234170,2022-05-18 15:12:06.190,1112.32,7085.96,0 days 00:00:10.140000,10.0
77565,234171,2022-05-18 15:12:16.330,1135.04,6985.9,0 days 00:00:10.140000,10.0
77566,234172,2022-05-18 15:12:26.650,1238.2,7068.01,0 days 00:00:10.320000,10.0
77567,234173,2022-05-18 15:12:36.920,1218.01,7077.92,0 days 00:00:10.270000,10.0
77568,234174,2022-05-18 15:12:47.070,1195.6,7068.16,0 days 00:00:10.150000,10.0
77569,234175,2022-05-18 15:12:57.200,1187.25,7075.68,0 days 00:00:10.130000,10.0
77570,234176,2022-05-18 15:13:07.450,1193.07,7074.21,0 days 00:00:10.250000,10.0
77571,234177,2022-05-18 15:13:17.700,1200.4,7071.2,0 days 00:00:10.250000,10.0
77572,234178,2022-05-18 15:13:27.770,1208.19,7080.61,0 days 00:00:10.070000,10.0
77573,234179,2022-05-18 15:13:38.060,1217.0,7073.67,0 days 00:00:10.290000,10.0
77574,234180,2022-05-18 15:13:48.280,1245.91,7070.85,0 days 00:00:10.220000,10.0
77575,234181,2022-05-18 15:13:58.520,1259.97,7083.62,0 days 00:00:10.240000,10.0
77576,234182,2022-05-18 15:14:08.590,1265.08,7009.46,0 days 00:00:10.070000,10.0
77577,234183,2022-05-18 15:14:18.790,1255.49,6481.83,0 days 00:00:10.200000,10.0
77578,234184,2022-05-18 15:14:28.870,1275.38,6992.63,0 days 00:00:10.080000,10.0
77579,234185,2022-05-18 15:14:39.170,1293.45,7070.68,0 days 00:00:10.300000,10.0
77580,234186,2022-05-18 15:14:49.240,1296.58,7074.8,0 days 00:00:10.070000,10.0
77581,234187,2022-05-18 15:14:59.450,1300.64,7076.46,0 days 00:00:10.210000,10.0
77582,234188,2022-05-18 15:15:09.510,1297.92,6532.99,0 days 00:00:10.060000,10.0
77583,234189,2022-05-18 15:15:19.730,1339.43,7068.65,0 days 00:00:10.220000,10.0
77584,234190,2022-05-18 15:15:29.880,1339.06,7081.64,0 days 00:00:10.150000,10.0
77585,234191,2022-05-18 15:15:40.010,1340.74,7070.98,0 days 00:00:10.130000,10.0
77586,234192,2022-05-18 15:15:50.300,1332.3,7071.43,0 days 00:00:10.290000,10.0
77587,234193,2022-05-18 15:16:00.410,1312.98,7074.56,0 days 00:00:10.110000,10.0
77588,234194,2022-05-18 15:16:10.500,1306.66,6910.89,0 days 00:00:10.090000,10.0
77589,234195,2022-05-18 15:16:20.770,1328.16,7068.27,0 days 00:00:10.270000,10.0
77590,234196,2022-05-18 15:16:30.900,1337.22,7082.66,0 days 00:00:10.130000,10.0
77591,234197,2022-05-18 15:16:41.050,1333.22,7069.33,0 days 00:00:10.150000,10.0
77592,234198,2022-05-18 15:16:51.380,1330.26,7077.32,0 days 00:00:10.330000,10.0
77593,234199,2022-05-18 15:17:01.620,1336.63,7083.41,0 days 00:00:10.240000,10.0
77594,234200,2022-05-18 15:17:11.860,1426.75,7075.9,0 days 00:00:10.240000,10.0
77595,234201,2022-05-18 15:17:22.200,1421.36,7075.17,0 days 00:00:10.340000,10.0
77596,234202,2022-05-18 15:17:32.520,1418.95,7073.38,0 days 00:00:10.320000,10.0
77597,234203,2022-05-18 15:17:42.820,1419.76,7056.84,0 days 00:00:10.300000,10.0
77598,234204,2022-05-18 15:17:53.170,1369.67,5302.33,0 days 00:00:10.350000,10.0
77599,234205,2022-05-18 15:18:03.360,1367.09,6310.84,0 days 00:00:10.190000,10.0
77600,234206,2022-05-18 15:18:13.730,1372.18,6758.08,0 days 00:00:10.370000,10.0
77601,234207,2022-05-18 15:18:23.790,1377.14,6688.24,0 days 00:00:10.060000,10.0
77602,234208,2022-05-18 15:18:34.050,1397.49,7027.13,0 days 00:00:10.260000,10.0
77603,234209,2022-05-18 15:18:44.220,1362.94,5128.21,0 days 00:00:10.170000,10.0
77604,234210,2022-05-18 15:18:54.390,1375.23,6417.77,0 days 00:00:10.170000,10.0
77605,234211,2022-05-18 15:19:04.620,1394.67,7087.35,0 days 00:00:10.230000,10.0
77606,234212,2022-05-18 15:19:14.850,1387.26,7079.51,0 days 00:00:10.230000,10.0
77607,234213,2022-05-18 15:19:25.110,1390.45,7077.9,0 days 00:00:10.260000,10.0
77608,234214,2022-05-18 15:19:35.340,1385.72,7071.81,0 days 00:00:10.230000,10.0
77609,234215,2022-05-18 15:19:45.580,1381.61,7071.26,0 days 00:00:10.240000,10.0
77610,234216,2022-05-18 15:19:55.840,1087.42,7082.22,0 days 00:00:10.260000,10.0
77611,234217,2022-05-18 15:20:06.050,1259.87,7081.48,0 days 00:00:10.210000,10.0
77612,234218,2022-05-18 15:20:16.210,1266.41,7082.86,0 days 00:00:10.160000,10.0
77613,234219,2022-05-18 15:20:26.270,1269.73,7085.44,0 days 00:00:10.060000,10.0
77614,234220,2022-05-18 15:20:36.360,487.416,7076.72,0 days 00:00:10.090000,10.0
77615,234221,2022-05-18 15:20:46.600,516.642,7076.11,0 days 00:00:10.240000,10.0
77616,234222,2022-05-18 15:20:56.860,492.085,7080.17,0 days 00:00:10.260000,10.0
77617,234223,2022-05-18 15:21:06.980,500.042,7082.23,0 days 00:00:10.120000,10.0
77618,234224,2022-05-18 15:21:17.150,476.341,7075.23,0 days 00:00:10.170000,10.0
77619,234225,2022-05-18 15:21:27.370,472.676,5611.41,0 days 00:00:10.220000,10.0
77620,234226,2022-05-18 15:21:37.740,465.205,5312.29,0 days 00:00:10.370000,10.0
77621,234227,2022-05-18 15:21:47.950,435.858,3487.04,0 days 00:00:10.210000,10.0
77622,234228,2022-05-18 15:21:58.190,439.672,3487.2,0 days 00:00:10.240000,10.0
77623,234229,2022-05-18 15:22:08.260,442.433,3518.56,0 days 00:00:10.070000,10.0
77624,234230,2022-05-18 15:22:18.450,434.731,2947.51,0 days 00:00:10.190000,10.0
77625,234231,2022-05-18 15:22:28.510,435.782,2972.02,0 days 00:00:10.060000,10.0
77626,234232,2022-05-18 15:22:38.730,433.658,2883.95,0 days 00:00:10.220000,10.0
77627,234233,2022-05-18 15:22:48.860,447.45,4074.57,0 days 00:00:10.130000,10.0
77628,234234,2022-05-18 15:22:59.030,454.282,4803.65,0 days 00:00:10.170000,10.0
77629,234235,2022-05-18 15:23:09.100,452.419,5065.84,0 days 00:00:10.070000,10.0
77630,234236,2022-05-18 15:23:19.420,470.66,6085.11,0 days 00:00:10.320000,10.0
77631,234237,2022-05-18 15:23:29.470,487.936,7093.8,0 days 00:00:10.050000,10.0
77632,234238,2022-05-18 15:23:39.680,482.429,7082.68,0 days 00:00:10.210000,10.0
77633,234239,2022-05-18 15:23:49.750,481.598,7087.89,0 days 00:00:10.070000,10.0
77634,234240,2022-05-18 15:23:59.980,472.351,6525.52,0 days 00:00:10.230000,10.0
77635,234241,2022-05-18 15:24:10.050,465.577,5976.78,0 days 00:00:10.070000,10.0
77636,234242,2022-05-18 15:24:20.200,506.401,5842.2,0 days 00:00:10.150000,10.0
77637,234243,2022-05-18 15:24:30.270,534.463,4999.78,0 days 00:00:10.070000,10.0
77638,234244,2022-05-18 15:24:40.480,717.14,3155.92,0 days 00:00:10.210000,10.0
77639,234245,2022-05-18 15:24:50.720,1019.07,2821.49,0 days 00:00:10.240000,10.0
77640,234246,2022-05-18 15:25:00.860,1028.4,3472.57,0 days 00:00:10.140000,10.0
77641,234247,2022-05-18 15:25:11.000,1103.79,5406.11,0 days 00:00:10.140000,10.0
77642,234248,2022-05-18 15:25:21.340,1149.52,5741.04,0 days 00:00:10.340000,10.0
77643,234249,2022-05-18 15:25:31.600,1168.64,5818.81,0 days 00:00:10.260000,10.0
77644,234250,2022-05-18 15:25:41.830,1129.86,7100.64,0 days 00:00:10.230000,10.0
77645,234251,2022-05-18 15:25:51.970,1137.99,7079.52,0 days 00:00:10.140000,10.0
77646,234252,2022-05-18 15:26:02.240,1118.05,7081.93,0 days 00:00:10.270000,10.0
77647,234253,2022-05-18 15:26:12.430,1104.31,7082.4,0 days 00:00:10.190000,10.0
