,production_key,datetime,consumption,production,interval,intervalsec
77648,234254,2022-05-18 15:26:27.700,1093.76,7082.16,0 days 00:00:15.270000,15.0
77649,234255,2022-05-18 17:38:30.260,814.467,2018.89,0 days 02:12:02.560000,7922.0
77650,234256,2022-05-18 17:38:40.470,911.815,2232.88,0 days 00:00:10.210000,10.0
77651,234257,2022-05-18 17:38:50.590,967.305,2031.14,0 days 00:00:10.120000,10.0
77652,234258,2022-05-18 17:39:00.730,1007.46,2040.32,0 days 00:00:10.140000,10.0
77653,234259,2022-05-18 17:39:10.850,1027.56,1939.17,0 days 00:00:10.120000,10.0
77654,234260,2022-05-18 17:39:21.090,1048.7,2077.81,0 days 00:00:10.240000,10.0
77655,234261,2022-05-18 17:39:31.420,1061.66,1978.27,0 days 00:00:10.330000,10.0
77656,234262,2022-05-18 17:39:42.480,1045.71,2060.37,0 days 00:00:11.060000,11.0
77657,234263,2022-05-18 17:39:52.560,1040.43,2298.47,0 days 00:00:10.080000,10.0
77658,234264,2022-05-18 17:40:02.670,1055.86,2550.87,0 days 00:00:10.110000,10.0
77659,234265,2022-05-18 17:40:12.740,1067.95,2223.51,0 days 00:00:10.070000,10.0
77660,234266,2022-05-18 17:40:22.920,1059.94,2199.04,0 days 00:00:10.180000,10.0
77661,234267,2022-05-18 17:40:34.410,1062.51,2219.68,0 days 00:00:11.490000,11.0
77662,234268,2022-05-18 17:40:44.650,1080.84,2084.27,0 days 00:00:10.240000,10.0
77663,234269,2022-05-18 17:40:54.720,1070.65,2023.11,0 days 00:00:10.070000,10.0
77664,234270,2022-05-18 17:41:05.850,1072.8,1994.94,0 days 00:00:11.130000,11.0
77665,234271,2022-05-18 17:41:16.080,1075.98,2066.98,0 days 00:00:10.230000,10.0
77666,234272,2022-05-18 17:41:26.210,1090.6,2225.87,0 days 00:00:10.130000,10.0
77667,234273,2022-05-18 17:41:42.490,1124.94,1764.38,0 days 00:00:16.280000,16.0
77668,234274,2022-05-18 17:41:52.740,1118.04,1732.95,0 days 00:00:10.250000,10.0
77669,234275,2022-05-18 17:42:13.950,1152.23,1616.96,0 days 00:00:21.210000,21.0
77670,234276,2022-05-18 17:44:13.220,1166.33,1375.99,0 days 00:01:59.270000,119.0
77671,234277,2022-05-18 17:44:23.370,1149.58,1381.79,0 days 00:00:10.150000,10.0
77672,234278,2022-05-18 17:44:33.580,1115.86,1389.92,0 days 00:00:10.210000,10.0
77673,234279,2022-05-18 17:44:43.710,397.969,1399.67,0 days 00:00:10.130000,10.0
77674,234280,2022-05-18 17:44:53.950,405.604,1409.26,0 days 00:00:10.240000,10.0
77675,234281,2022-05-18 17:45:04.080,383.556,1421.46,0 days 00:00:10.130000,10.0
77676,234282,2022-05-18 17:45:15.200,382.406,1434.14,0 days 00:00:11.120000,11.0
77677,234283,2022-05-18 17:45:25.280,394.061,1452.39,0 days 00:00:10.080000,10.0
77678,234284,2022-05-18 17:45:35.520,397.105,1471.11,0 days 00:00:10.240000,10.0
77679,234285,2022-05-18 17:45:45.640,388.686,1510.83,0 days 00:00:10.120000,10.0
77680,234286,2022-05-18 17:45:55.780,384.694,1574.99,0 days 00:00:10.140000,10.0
77681,234287,2022-05-18 17:46:05.930,379.453,1527.88,0 days 00:00:10.150000,10.0
77682,234288,2022-05-18 17:46:17.040,384.05,1455.69,0 days 00:00:11.110000,11.0
77683,234289,2022-05-18 17:46:27.230,377.838,1433.41,0 days 00:00:10.190000,10.0
77684,234290,2022-05-18 17:46:37.420,377.095,1419.71,0 days 00:00:10.190000,10.0
77685,234291,2022-05-18 17:46:47.510,377.747,1412.06,0 days 00:00:10.090000,10.0
77686,234292,2022-05-18 17:46:57.780,379.113,1407.69,0 days 00:00:10.270000,10.0
77687,234293,2022-05-18 17:47:07.910,376.738,1405.73,0 days 00:00:10.130000,10.0
77688,234294,2022-05-18 17:47:18.150,379.997,1413.13,0 days 00:00:10.240000,10.0
77689,234295,2022-05-18 17:47:28.750,377.701,1408.21,0 days 00:00:10.600000,10.0
77690,234296,2022-05-18 17:47:38.840,377.921,1411.06,0 days 00:00:10.090000,10.0
77691,234297,2022-05-18 17:47:48.910,384.5,1416.48,0 days 00:00:10.070000,10.0
77692,234298,2022-05-18 17:47:59.120,389.703,1461.46,0 days 00:00:10.210000,10.0
77693,234299,2022-05-18 17:48:09.180,379.071,1533.44,0 days 00:00:10.060000,10.0
77694,234300,2022-05-18 17:48:20.320,383.329,1739.32,0 days 00:00:11.140000,11.0
77695,234301,2022-05-18 17:48:30.400,452.375,1881.5,0 days 00:00:10.080000,10.0
77696,234302,2022-05-18 17:48:40.600,459.689,1868.34,0 days 00:00:10.200000,10.0
77697,234303,2022-05-18 17:48:50.680,454.963,1520.3,0 days 00:00:10.080000,10.0
77698,234304,2022-05-18 17:49:00.960,457.128,1493.96,0 days 00:00:10.280000,10.0
77699,234305,2022-05-18 17:49:11.020,451.641,1695.48,0 days 00:00:10.060000,10.0
77700,234306,2022-05-18 17:49:21.190,443.401,1449.59,0 days 00:00:10.170000,10.0
77701,234307,2022-05-18 17:49:32.420,472.923,1400.81,0 days 00:00:11.230000,11.0
77702,234308,2022-05-18 17:49:42.560,471.685,1384.6,0 days 00:00:10.140000,10.0
77703,234309,2022-05-18 17:49:52.790,438.036,1362.86,0 days 00:00:10.230000,10.0
77704,234310,2022-05-18 17:50:02.920,435.492,1345.06,0 days 00:00:10.130000,10.0
77705,234311,2022-05-18 17:50:13.180,435.391,1328.46,0 days 00:00:10.260000,10.0
77706,234312,2022-05-18 17:50:23.300,478.919,1317.24,0 days 00:00:10.120000,10.0
77707,234313,2022-05-18 17:50:34.490,557.408,1307.11,0 days 00:00:11.190000,11.0
77708,234314,2022-05-18 17:50:44.600,722.454,1304.97,0 days 00:00:10.110000,10.0
77709,234315,2022-05-18 17:50:54.840,869.302,1300.28,0 days 00:00:10.240000,10.0
77710,234316,2022-05-18 17:51:05.100,983.685,1296.36,0 days 00:00:10.260000,10.0
77711,234317,2022-05-18 17:51:15.180,1022.67,1292.41,0 days 00:00:10.080000,10.0
77712,234318,2022-05-18 17:51:25.370,1060.66,1294.77,0 days 00:00:10.190000,10.0
77713,234319,2022-05-18 17:51:36.490,1086.86,1330.68,0 days 00:00:11.120000,11.0
77714,234320,2022-05-18 17:51:46.780,1121.19,1383.07,0 days 00:00:10.290000,10.0
77715,234321,2022-05-18 17:51:57.030,1136.03,1386.2,0 days 00:00:10.250000,10.0
77716,234322,2022-05-18 17:52:07.180,1128.7,1562.32,0 days 00:00:10.150000,10.0
77717,234323,2022-05-18 17:52:17.380,1111.12,1718.74,0 days 00:00:10.200000,10.0
77718,234324,2022-05-18 17:52:27.560,1105.87,1709.66,0 days 00:00:10.180000,10.0
77719,234325,2022-05-18 17:52:38.650,1130.13,1816.9,0 days 00:00:11.090000,11.0
77720,234326,2022-05-18 17:52:48.840,1133.94,1957.83,0 days 00:00:10.190000,10.0
77721,234327,2022-05-18 17:52:59.060,1137.36,2001.65,0 days 00:00:10.220000,10.0
77722,234328,2022-05-18 17:53:09.290,1158.01,2119.19,0 days 00:00:10.230000,10.0
77723,234329,2022-05-18 17:53:19.530,1156.15,2243.05,0 days 00:00:10.240000,10.0
77724,234330,2022-05-18 17:53:29.690,1153.42,2263.84,0 days 00:00:10.160000,10.0
77725,234331,2022-05-18 17:53:40.810,1142.27,1956.21,0 days 00:00:11.120000,11.0
77726,234332,2022-05-18 17:53:50.890,1184.52,1888.62,0 days 00:00:10.080000,10.0
77727,234333,2022-05-18 17:54:01.100,1202.11,1835.34,0 days 00:00:10.210000,10.0
77728,234334,2022-05-18 17:54:11.170,1219.72,1442.67,0 days 00:00:10.070000,10.0
77729,234335,2022-05-18 17:54:21.370,1243.68,1352.25,0 days 00:00:10.200000,10.0
77730,234336,2022-05-18 17:54:31.700,1264.82,1328.97,0 days 00:00:10.330000,10.0
77731,234337,2022-05-18 17:54:42.810,1312.45,1324.28,0 days 00:00:11.110000,11.0
77732,234338,2022-05-18 17:54:52.940,1279.98,1341.75,0 days 00:00:10.130000,10.0
77733,234339,2022-05-18 17:55:03.050,1282.87,1346.46,0 days 00:00:10.110000,10.0
77734,234340,2022-05-18 17:55:13.270,1289.83,1417.38,0 days 00:00:10.220000,10.0
77735,234341,2022-05-18 17:55:24.400,1288.49,1646.91,0 days 00:00:11.130000,11.0
77736,234342,2022-05-18 17:55:34.490,1300.76,1676.99,0 days 00:00:10.090000,10.0
77737,234343,2022-05-18 17:55:44.560,1312.62,2097.91,0 days 00:00:10.070000,10.0
77738,234344,2022-05-18 17:55:55.680,1323.73,2211.25,0 days 00:00:11.120000,11.0
77739,234345,2022-05-18 17:56:05.910,1328.06,2165.87,0 days 00:00:10.230000,10.0
77740,234346,2022-05-18 17:56:16.150,1330.6,2097.31,0 days 00:00:10.240000,10.0
77741,234347,2022-05-18 17:56:26.290,1338.46,1999.79,0 days 00:00:10.140000,10.0
77742,234348,2022-05-18 17:56:36.530,1340.17,1814.75,0 days 00:00:10.240000,10.0
77743,234349,2022-05-18 17:56:46.760,1347.76,1774.68,0 days 00:00:10.230000,10.0
77744,234350,2022-05-18 17:56:57.840,1334.36,2178.94,0 days 00:00:11.080000,11.0
77745,234351,2022-05-18 17:57:08.070,1328.08,2161.82,0 days 00:00:10.230000,10.0
77746,234352,2022-05-18 17:57:18.320,1333.5,2160.5,0 days 00:00:10.250000,10.0
77747,234353,2022-05-18 17:57:28.410,1256.99,1711.2,0 days 00:00:10.090000,10.0
77748,234354,2022-05-18 17:57:39.530,426.846,1321.47,0 days 00:00:11.120000,11.0
77749,234355,2022-05-18 17:57:49.620,439.45,1289.98,0 days 00:00:10.090000,10.0
77750,234356,2022-05-18 17:57:59.890,420.046,1475.98,0 days 00:00:10.270000,10.0
77751,234357,2022-05-18 17:58:11.270,419.911,1246.89,0 days 00:00:11.380000,11.0
77752,234358,2022-05-18 17:58:21.400,421.024,1225.98,0 days 00:00:10.130000,10.0
77753,234359,2022-05-18 17:58:31.730,421.837,1287.44,0 days 00:00:10.330000,10.0
77754,234360,2022-05-18 17:58:42.150,431.223,1623.74,0 days 00:00:10.420000,10.0
77755,234361,2022-05-18 17:58:52.240,436.644,1848.51,0 days 00:00:10.090000,10.0
77756,234362,2022-05-18 17:59:02.900,437.389,1787.15,0 days 00:00:10.660000,10.0
77757,234363,2022-05-18 17:59:13.180,412.054,1643.13,0 days 00:00:10.280000,10.0
77758,234364,2022-05-18 17:59:23.470,409.771,1478.83,0 days 00:00:10.290000,10.0
77759,234365,2022-05-18 17:59:33.780,408.338,1372.46,0 days 00:00:10.310000,10.0
77760,234366,2022-05-18 17:59:44.890,419.56,1399.36,0 days 00:00:11.110000,11.0
77761,234367,2022-05-18 17:59:54.970,429.252,1582.37,0 days 00:00:10.080000,10.0
77762,234368,2022-05-18 18:00:05.100,427.12,1532.64,0 days 00:00:10.130000,10.0
77763,234369,2022-05-18 18:01:17.070,438.854,1651.69,0 days 00:01:11.970000,71.0
77764,234370,2022-05-18 18:01:28.360,440.608,1599.36,0 days 00:00:11.290000,11.0
77765,234371,2022-05-18 18:01:39.450,436.399,1533.26,0 days 00:00:11.090000,11.0
77766,234372,2022-05-18 18:01:49.510,435.649,1482.58,0 days 00:00:10.060000,10.0
77767,234373,2022-05-18 18:01:59.700,434.954,1474.07,0 days 00:00:10.190000,10.0
77768,234374,2022-05-18 18:02:09.770,427.085,1472.82,0 days 00:00:10.070000,10.0
77769,234375,2022-05-18 18:02:19.950,387.746,1400.23,0 days 00:00:10.180000,10.0
77770,234376,2022-05-18 18:02:30.030,385.237,1389.13,0 days 00:00:10.080000,10.0
77771,234377,2022-05-18 18:02:41.150,415.631,1562.8,0 days 00:00:11.120000,11.0
77772,234378,2022-05-18 18:02:51.220,410.93,1607.84,0 days 00:00:10.070000,10.0
77773,234379,2022-05-18 18:03:01.410,504.164,1643.78,0 days 00:00:10.190000,10.0
77774,234380,2022-05-18 18:03:11.460,923.504,1703.07,0 days 00:00:10.050000,10.0
77775,234381,2022-05-18 18:03:21.580,1033.59,1667.42,0 days 00:00:10.120000,10.0
77776,234382,2022-05-18 18:03:32.580,1086.28,1661.53,0 days 00:00:11,11.0
77777,234383,2022-05-18 18:03:42.710,1126.6,1368.27,0 days 00:00:10.130000,10.0
77778,234384,2022-05-18 18:03:52.960,1152.97,1308.07,0 days 00:00:10.250000,10.0
77779,234385,2022-05-18 18:04:03.210,1167.5,1327.27,0 days 00:00:10.250000,10.0
77780,234386,2022-05-18 18:04:13.310,1187.46,1551.04,0 days 00:00:10.100000,10.0
77781,234387,2022-05-18 18:04:23.400,1207.66,1932.51,0 days 00:00:10.090000,10.0
77782,234388,2022-05-18 18:04:33.770,1212.83,2230.19,0 days 00:00:10.370000,10.0
77783,234389,2022-05-18 18:04:43.890,1212.13,1665.71,0 days 00:00:10.120000,10.0
77784,234390,2022-05-18 18:04:54.140,1243.38,1819.06,0 days 00:00:10.250000,10.0
77785,234391,2022-05-18 18:05:04.280,1246.02,1818.47,0 days 00:00:10.140000,10.0
77786,234392,2022-05-18 18:05:14.420,1253.96,1498.9,0 days 00:00:10.140000,10.0
77787,234393,2022-05-18 18:05:24.560,1275.33,2080.46,0 days 00:00:10.140000,10.0
77788,234394,2022-05-18 18:05:34.820,1280.36,2272.4,0 days 00:00:10.260000,10.0
77789,234395,2022-05-18 18:05:45.050,1278.28,2107.54,0 days 00:00:10.230000,10.0
77790,234396,2022-05-18 18:05:55.130,1282.2,1981.7,0 days 00:00:10.080000,10.0
77791,234397,2022-05-18 18:06:05.330,1287.24,1951.83,0 days 00:00:10.200000,10.0
77792,234398,2022-05-18 18:06:17.480,1286.86,1851.67,0 days 00:00:12.150000,12.0
77793,234399,2022-05-18 18:06:27.760,1303.18,1797.28,0 days 00:00:10.280000,10.0
77794,234400,2022-05-18 18:06:37.890,1301.54,2006.84,0 days 00:00:10.130000,10.0
77795,234401,2022-05-18 18:06:48.140,1275.61,2120.07,0 days 00:00:10.250000,10.0
77796,234402,2022-05-18 18:06:58.380,1277.72,2681.59,0 days 00:00:10.240000,10.0
77797,234403,2022-05-18 18:07:08.660,1265.95,2562.37,0 days 00:00:10.280000,10.0
77798,234404,2022-05-18 18:07:19.770,1265.79,2381.15,0 days 00:00:11.110000,11.0
77799,234405,2022-05-18 18:07:29.830,1256.43,2148.33,0 days 00:00:10.060000,10.0
77800,234406,2022-05-18 18:07:41.100,1252.82,1889.6,0 days 00:00:11.270000,11.0
77801,234407,2022-05-18 18:07:51.180,1258.73,1692.9,0 days 00:00:10.080000,10.0
77802,234408,2022-05-18 18:08:02.320,1263.38,1752.92,0 days 00:00:11.140000,11.0
77803,234409,2022-05-18 18:08:12.400,1269.85,1911.37,0 days 00:00:10.080000,10.0
77804,234410,2022-05-18 18:08:23.520,1258.17,1996.56,0 days 00:00:11.120000,11.0
77805,234411,2022-05-18 18:08:33.640,1265.9,1958.38,0 days 00:00:10.120000,10.0
77806,234412,2022-05-18 18:08:43.760,1267.23,1935.11,0 days 00:00:10.120000,10.0
77807,234413,2022-05-18 18:08:54.000,1266.6,2160.89,0 days 00:00:10.240000,10.0
77808,234414,2022-05-18 18:09:04.240,1264.18,2134.11,0 days 00:00:10.240000,10.0
77809,234415,2022-05-18 18:09:14.480,1025.99,2061.05,0 days 00:00:10.240000,10.0
77810,234416,2022-05-18 18:09:25.610,1164.75,1937.13,0 days 00:00:11.130000,11.0
77811,234417,2022-05-18 18:09:35.780,398.243,1639.89,0 days 00:00:10.170000,10.0
77812,234418,2022-05-18 18:09:46.040,377.797,1459.39,0 days 00:00:10.260000,10.0
77813,234419,2022-05-18 18:09:56.150,372.157,1400.55,0 days 00:00:10.110000,10.0
77814,234420,2022-05-18 18:10:06.280,372.326,1383.13,0 days 00:00:10.130000,10.0
77815,234421,2022-05-18 18:10:16.750,375.637,1434.58,0 days 00:00:10.470000,10.0
77816,234422,2022-05-18 18:10:27.550,379.726,1601.94,0 days 00:00:10.800000,10.0
77817,234423,2022-05-18 18:10:37.830,379.557,1735.38,0 days 00:00:10.280000,10.0
77818,234424,2022-05-18 18:10:47.980,364.104,1626.45,0 days 00:00:10.150000,10.0
77819,234425,2022-05-18 18:10:58.210,371.023,1702.75,0 days 00:00:10.230000,10.0
77820,234426,2022-05-18 18:11:08.350,370.38,1917.36,0 days 00:00:10.140000,10.0
77821,234427,2022-05-18 18:11:19.490,363.182,1647.23,0 days 00:00:11.140000,11.0
77822,234428,2022-05-18 18:11:29.730,360.033,1532.47,0 days 00:00:10.240000,10.0
77823,234429,2022-05-18 18:11:39.940,352.915,1397.51,0 days 00:00:10.210000,10.0
77824,234430,2022-05-18 18:11:50.210,367.296,1415.66,0 days 00:00:10.270000,10.0
77825,234431,2022-05-18 18:12:00.370,354.062,1462.01,0 days 00:00:10.160000,10.0
77826,234432,2022-05-18 18:12:10.470,359.215,1536.41,0 days 00:00:10.100000,10.0
77827,234433,2022-05-18 18:12:20.540,358.809,1637.84,0 days 00:00:10.070000,10.0
77828,234434,2022-05-18 18:12:31.850,368.323,1773.92,0 days 00:00:11.310000,11.0
77829,234435,2022-05-18 18:12:42.790,371.268,1819.81,0 days 00:00:10.940000,10.0
77830,234436,2022-05-18 18:12:53.020,362.032,1647.37,0 days 00:00:10.230000,10.0
77831,234437,2022-05-18 18:13:03.260,365.012,1461.58,0 days 00:00:10.240000,10.0
77832,234438,2022-05-18 18:13:13.530,359.811,1392.54,0 days 00:00:10.270000,10.0
77833,234439,2022-05-18 18:13:24.660,360.91,1364.98,0 days 00:00:11.130000,11.0
77834,234440,2022-05-18 18:13:34.800,369.587,1304.51,0 days 00:00:10.140000,10.0
77835,234441,2022-05-18 18:13:44.960,371.167,1306.9,0 days 00:00:10.160000,10.0
77836,234442,2022-05-18 18:13:55.300,373.529,1437.36,0 days 00:00:10.340000,10.0
77837,234443,2022-05-18 18:14:06.060,386.642,1475.58,0 days 00:00:10.760000,10.0
77838,234444,2022-05-18 18:14:16.200,389.923,1552.51,0 days 00:00:10.140000,10.0
77839,234445,2022-05-18 18:14:26.430,391.359,1614.16,0 days 00:00:10.230000,10.0
77840,234446,2022-05-18 18:14:37.530,434.426,1530.53,0 days 00:00:11.100000,11.0
77841,234447,2022-05-18 18:14:47.620,468.062,1541.81,0 days 00:00:10.090000,10.0
77842,234448,2022-05-18 18:14:57.860,873.939,1514.63,0 days 00:00:10.240000,10.0
