datetime,consumption
2023-04-30 18:26:00,-1.04121065
2023-04-30 18:27:00,-1.0390807
2023-04-30 18:28:00,-1.03830575
2023-04-30 18:29:00,-1.0365210500000002
2023-04-30 18:30:00,-1.03856065
2023-04-30 18:31:00,-1.01441325
2023-04-30 18:32:00,-1.01046115
2023-04-30 18:33:00,-1.0075492000000001
2023-04-30 18:34:00,-1.0026915500000002
2023-04-30 18:35:00,-0.9944049000000001
2023-04-30 18:36:00,-0.98618575
2023-04-30 18:37:00,-0.97463495
2023-04-30 18:38:00,-0.96331285
2023-04-30 18:39:00,-0.9815388500000002
2023-04-30 18:40:00,-1.06069885
2023-04-30 18:41:00,-1.14111435
2023-04-30 18:42:00,-1.22249285
2023-04-30 18:43:00,-1.30310335
2023-04-30 18:44:00,-1.38369185
2023-04-30 18:45:00,-1.4653371
2023-04-30 18:46:00,-1.55161025
2023-04-30 18:47:00,-1.6367095
2023-04-30 18:48:00,-1.72023915
2023-04-30 18:49:00,-1.80587
2023-04-30 18:50:00,-1.8660594999999998
2023-04-30 18:51:00,-1.9394839
2023-04-30 18:52:00,-2.009826
2023-04-30 18:53:00,-2.09435315
2023-04-30 18:54:00,-2.2430488
2023-04-30 18:55:00,-2.36961295
2023-04-30 18:56:00,-2.4551641
2023-04-30 18:57:00,-2.5195669
2023-04-30 18:58:00,-2.6303609999999997
2023-04-30 18:59:00,-2.711299
2023-04-30 19:00:00,-2.7322705000000003
2023-04-30 19:01:00,-2.7725779999999998
2023-04-30 19:02:00,-2.8560365
2023-04-30 19:03:00,-2.9096850000000005
2023-04-30 19:04:00,-2.9139309999999994
2023-04-30 19:05:00,-2.8866220000000005
2023-04-30 19:06:00,-2.8927715
2023-04-30 19:07:00,-2.8367555
2023-04-30 19:08:00,-2.76467
2023-04-30 19:09:00,-2.6916905
2023-04-30 19:10:00,-2.6780685
2023-04-30 19:11:00,-2.6569139999999996
2023-04-30 19:12:00,-2.63443
2023-04-30 19:13:00,-2.601133
2023-04-30 19:14:00,-2.5487005
2023-04-30 19:15:00,-2.52717
2023-04-30 19:16:00,-2.5222945
2023-04-30 19:17:00,-2.543246
2023-04-30 19:18:00,-2.558661
2023-04-30 19:19:00,-2.519085
2023-04-30 19:20:00,-2.488599
2023-04-30 19:21:00,-2.4376315
2023-04-30 19:22:00,-2.3149595
2023-04-30 19:23:00,-2.22124
2023-04-30 19:24:00,-2.1820475
2023-04-30 19:25:00,-2.1815464999999996
2023-04-30 19:26:00,-2.149018
2023-04-30 19:27:00,-2.205118
2023-04-30 19:28:00,-2.2515199999999997
2023-04-30 19:29:00,-2.293192
2023-04-30 19:30:00,-2.3162225
2023-04-30 19:31:00,-2.3399880000000004
2023-04-30 19:32:00,-2.366147
2023-04-30 19:33:00,-2.4162415
2023-05-08 07:26:00,-2.40246
2023-05-08 07:27:00,-2.3655065
2023-05-08 07:28:00,-2.3546954999999996
2023-05-08 07:29:00,-2.347713
2023-05-08 07:30:00,-2.2945659999999997
2023-05-08 07:31:00,-2.2947534999999997
2023-05-08 07:32:00,-2.2849700000000004
2023-05-08 07:33:00,-2.294593
2023-05-08 07:34:00,-2.3429205
2023-05-08 07:35:00,-2.3985445
2023-05-08 07:36:00,-2.4496809999999996
2023-05-08 07:37:00,-2.501534
2023-05-08 07:38:00,-2.551585
2023-05-08 07:39:00,-2.6041180000000006
2023-05-08 07:40:00,-2.6228320000000003
2023-05-08 07:41:00,-2.637971
2023-05-08 07:42:00,-2.641415
2023-05-08 07:43:00,-2.6454655
2023-05-08 07:44:00,-2.6518125
2023-05-08 07:45:00,-2.629498
2023-05-08 07:46:00,-2.626247
2023-05-08 07:47:00,-2.6387345
2023-05-08 07:48:00,-2.6359555
2023-05-08 07:49:00,-2.639818
2023-05-08 07:50:00,-2.6701894999999998
2023-05-08 07:51:00,-2.6946575000000004
2023-05-08 07:52:00,-2.7231965
2023-05-08 07:53:00,-2.6909104999999998
2023-05-08 07:54:00,-2.6493905
2023-05-08 07:55:00,-2.595564
2023-05-08 07:56:00,-2.545201
2023-05-08 07:57:00,-2.5055465000000003
2023-05-08 07:58:00,-2.4615475
2023-05-08 07:59:00,-2.3903939999999997
2023-05-08 08:00:00,-2.380754
2023-05-08 08:01:00,-2.319835
2023-05-08 08:02:00,-2.2593270000000003
2023-05-08 08:03:00,-2.186414
2023-05-08 08:04:00,-2.1109895
2023-05-08 08:05:00,-2.0378685
2023-05-08 08:06:00,-1.9623574999999995
2023-05-08 08:07:00,-1.8895395000000001
2023-05-08 08:08:00,-1.826661
2023-05-08 08:09:00,-1.7558970000000003
2023-05-08 08:10:00,-1.6606619999999999
2023-05-08 08:11:00,-1.5749475
2023-05-08 08:12:00,-1.4858814999999999
2023-05-08 08:13:00,-1.437225
2023-05-08 08:14:00,-1.3951709999999997
2023-05-08 08:15:00,-1.3609805000000001
2023-05-08 08:16:00,-1.3255014999999999
2023-05-08 08:17:00,-1.2859725000000002
2023-05-08 08:18:00,-1.2506460000000001
2023-05-08 08:19:00,-1.218988
2023-05-08 08:20:00,-1.1824959999999998
2023-05-08 08:21:00,-1.2101609999999998
2023-05-08 08:22:00,-1.2297185
2023-05-08 08:23:00,-1.2613065
2023-05-08 08:24:00,-1.2927594999999998
2023-05-08 08:25:00,-1.3205915
2023-05-08 08:26:00,-1.3543
2023-05-08 08:27:00,-1.3807585000000002
2023-05-08 08:28:00,-1.4119195
2023-05-08 08:29:00,-1.4414725000000002
2023-05-08 08:30:00,-1.470364
2023-05-08 08:31:00,-1.498171
2023-05-08 08:32:00,-1.521246
2023-05-08 08:33:00,-1.5488575
2023-05-08 08:34:00,-1.5717640000000002
2023-05-08 08:35:00,-1.5891035
2023-05-08 08:36:00,-1.6103265000000002
2023-05-08 08:37:00,-1.615845
2023-05-08 08:38:00,-1.6213799999999998
2023-05-08 08:39:00,-1.6255935
2023-05-08 08:40:00,-1.6285170000000002
2023-05-08 08:41:00,-1.6286570000000002
2023-05-08 08:42:00,-1.6257320000000002
2023-05-08 08:43:00,-1.6173544999999998
2023-05-08 08:44:00,-1.609188
2023-05-08 08:45:00,-1.6008244999999999
2023-05-08 08:46:00,-1.5932805
2023-05-08 08:47:00,-1.5844205
2023-05-08 08:48:00,-1.574876
2023-05-08 08:49:00,-1.5618265
2023-05-08 08:50:00,-1.5530295
2023-05-08 08:51:00,-1.5438115000000001
2023-05-08 08:52:00,-1.5391245
2023-05-08 08:53:00,-1.5323425
2023-05-08 08:54:00,-1.5226410000000001
2023-05-08 08:55:00,-1.5167840000000001
2023-05-08 08:56:00,-1.5043375
2023-05-08 08:57:00,-1.4965805
2023-05-08 08:58:00,-1.4889725
2023-05-08 08:59:00,-1.4778054999999999
2023-05-08 09:00:00,-1.4360585999999997
2023-05-08 09:01:00,-1.3928874
2023-05-08 09:02:00,-1.36232025
2023-05-08 09:03:00,-1.38622675
2023-05-08 09:04:00,-1.355443
2023-05-08 09:05:00,-1.3278765000000001
2023-05-08 09:06:00,-1.2968205499999998
2023-05-08 09:07:00,-1.2703053
2023-05-08 09:08:00,-1.2423332
2023-05-08 09:09:00,-1.2121169500000002
2023-05-08 09:10:00,-1.1819283
2023-05-08 09:11:00,-1.1514964000000003
2023-05-08 09:12:00,-1.1208133500000002
2023-05-08 09:13:00,-1.0943629500000003
2023-05-08 09:14:00,-1.0715663
2023-05-08 09:15:00,-1.044859
2023-05-08 09:16:00,-1.0143010000000001
2023-05-08 09:17:00,-0.9831873
2023-05-08 09:18:00,-0.9518382
2023-05-08 09:19:00,-0.92000205
2023-05-08 09:20:00,-0.9256977000000001
2023-05-08 09:21:00,-0.9358466000000001
2023-05-08 09:22:00,-0.94068605
2023-05-08 09:23:00,-0.8890875
2023-05-08 09:24:00,-0.8930780499999998
2023-05-08 09:25:00,-0.89799465
2023-05-08 09:26:00,-0.9005148
2023-05-08 09:27:00,-0.9031444000000002
2023-05-08 09:28:00,-0.90758145
2023-05-08 09:29:00,-0.9152334500000001
2023-05-08 09:30:00,-0.9223575
2023-05-08 09:31:00,-0.92951425
2023-05-08 09:32:00,-0.9726717999999999
2023-05-08 09:33:00,-1.0124572
2023-05-08 09:34:00,-1.04931135
2023-05-08 09:35:00,-1.0937746499999998
2023-05-08 09:36:00,-1.14123665
2023-05-08 09:37:00,-1.18403835
2023-05-08 09:38:00,-1.2073179500000002
2023-05-08 09:39:00,-1.2310316
2023-05-08 09:40:00,-1.25118135
2023-05-08 09:41:00,-1.26627315
2023-05-08 09:42:00,-1.28064235
2023-05-08 09:43:00,-1.2928899
2023-05-08 09:44:00,-1.3031061000000002
2023-05-08 09:45:00,-1.311422
2023-05-08 09:46:00,-1.3209018000000001
2023-05-08 09:47:00,-1.3300854500000001
2023-05-08 09:48:00,-1.33882
2023-05-08 09:49:00,-1.34657775
2023-05-08 09:50:00,-1.35469285
2023-05-08 09:51:00,-1.362456
2023-05-08 09:52:00,-1.3344485
2023-05-08 09:53:00,-1.306248
2023-05-08 09:54:00,-1.278166
2023-05-08 09:55:00,-1.2465315000000001
2023-05-08 09:56:00,-1.214486
2023-05-08 09:57:00,-1.1868135
2023-05-08 09:58:00,-1.178001
2023-05-08 09:59:00,-1.169913
2023-05-08 10:00:00,-1.1622545
2023-05-08 10:01:00,-1.1566965
2023-05-08 10:02:00,-1.1527775000000002
2023-05-08 10:03:00,-1.150605
2023-05-08 10:04:00,-1.157991
2023-05-08 10:05:00,-1.165533
2023-05-08 10:06:00,-1.1745355000000002
2023-05-08 10:07:00,-1.1830345
2023-05-08 10:08:00,-1.189613
2023-05-08 10:09:00,-1.197414
2023-05-08 10:10:00,-1.204505
2023-05-08 10:11:00,-1.2117455
2023-05-08 10:12:00,-1.2183510000000002
2023-05-08 10:13:00,-1.2240075000000001
2023-05-08 10:14:00,-1.2319745
2023-05-08 10:15:00,-1.239856
2023-05-08 10:16:00,-1.2483830000000002
2023-05-08 10:17:00,-1.331875
2023-05-08 10:18:00,-1.4128115
2023-05-08 10:19:00,-1.4205455
2023-05-08 10:20:00,-1.428705
2023-05-08 10:21:00,-1.4359265
2023-05-08 10:22:00,-1.517877
2023-05-08 10:23:00,-1.546105
2023-05-08 10:24:00,-1.5486110000000002
2023-05-08 10:25:00,-1.5513695
2023-05-08 10:26:00,-1.5531985
2023-05-08 10:27:00,-1.5557630000000002
2023-05-08 10:28:00,-1.559858
2023-05-08 10:29:00,-1.564895
2023-05-08 10:30:00,-1.565027
2023-05-08 10:31:00,-1.562411
2023-05-08 10:32:00,-1.5568225
2023-05-08 10:33:00,-1.5518545
2023-05-08 10:34:00,-1.5447779999999998
2023-05-08 10:35:00,-1.8726165000000001
2023-05-08 10:36:00,-2.2171860000000003
2023-05-08 10:37:00,-2.494366
2023-05-08 10:38:00,-2.7868005000000005
2023-05-08 10:39:00,-3.35483
2023-05-08 10:41:00,-3.918442
2023-05-08 10:42:00,-3.9087555000000003
2023-05-08 10:43:00,-3.918816
2023-05-08 10:44:00,-3.9315434999999996
2023-05-08 10:45:00,-3.9627799999999995
2023-05-08 10:46:00,-3.9897745000000002
2023-05-08 10:47:00,-4.0147735
2023-05-08 10:48:00,-4.0376015
2023-05-08 10:49:00,-4.058676999999999
2023-05-08 10:50:00,-4.078879
2023-05-08 10:51:00,-4.1038155
2023-05-08 10:52:00,-4.1312975
2023-05-08 10:53:00,-4.159931500000001
2023-05-08 10:54:00,-4.189784
2023-05-08 10:55:00,-4.217454
2023-05-08 10:56:00,-3.910297
2023-05-08 10:57:00,-3.5513665
2023-05-08 10:58:00,-3.185436
2023-05-08 10:59:00,-2.8064169999999997
2023-05-08 11:00:00,-2.22304445
2023-05-08 11:01:00,-1.6443898000000001
2023-05-08 11:02:00,-1.6377977000000001
2023-05-08 11:03:00,-1.5357367
2023-05-08 11:04:00,-1.48467065
2023-05-08 11:05:00,-1.4338515499999998
2023-05-08 11:06:00,-1.39171955
2023-05-08 11:07:00,-1.37557455
2023-05-08 11:08:00,-1.39423705
2023-05-08 11:09:00,-1.4258020499999997
2023-05-08 11:10:00,-1.46613755
2023-05-08 11:11:00,-1.50556955
2023-05-08 11:12:00,-1.49449955
2023-05-08 11:13:00,-1.4872870500000002
2023-05-08 11:14:00,-1.4829895499999999
2023-05-08 11:15:00,-1.48313705
2023-05-08 11:16:00,-1.48444755
2023-05-08 11:17:00,-1.5313770500000001
2023-05-08 11:18:00,-1.57787405
2023-05-08 11:19:00,-1.63336355
2023-05-08 11:20:00,-1.6888665999999999
2023-05-08 11:21:00,-1.75093125
2023-05-08 11:22:00,-1.8143093500000003
2023-05-08 11:23:00,-1.8820778500000002
2023-05-08 11:24:00,-1.9454124000000004
2023-05-08 11:25:00,-2.005637
2023-05-08 11:26:00,-2.016042
2023-05-08 11:27:00,-2.0513255
2023-05-08 11:28:00,-2.0560415
2023-05-08 11:29:00,-2.056145
2023-05-08 11:30:00,-2.0537835
2023-05-08 11:31:00,-2.0279830000000003
2023-05-08 11:32:00,-2.0459795
2023-05-08 11:33:00,-2.0656000000000003
2023-05-08 11:34:00,-2.076032
2023-05-08 11:35:00,-2.082153
2023-05-08 11:36:00,-2.0458175000000005
2023-05-08 11:37:00,-2.0431565
2023-05-08 11:38:00,-2.0404459999999998
2023-05-08 11:39:00,-2.0294605000000003
2023-05-08 11:40:00,-2.027192
2023-05-08 11:41:00,-2.008875
2023-05-08 11:42:00,-1.987598
2023-05-08 11:43:00,-1.9613579999999997
2023-05-08 11:44:00,-1.9280739999999998
2023-05-08 11:45:00,-1.8928794999999998
2023-05-08 11:46:00,-1.9029740000000002
2023-05-08 11:47:00,-1.8656025000000003
2023-05-08 11:48:00,-1.8701585
2023-05-08 11:49:00,-1.8898025000000003
2023-05-08 11:50:00,-2.285306
2023-05-08 11:51:00,-2.8925845
2023-05-08 11:52:00,-3.4580080000000004
2023-05-08 11:53:00,-4.016405499999999
2023-05-08 11:54:00,-4.5715164999999995
2023-05-08 11:55:00,-5.121071
2023-05-08 11:56:00,-5.7233730000000005
2023-05-08 11:57:00,-6.369836
2023-05-08 11:58:00,-6.9687434999999995
2023-05-08 11:59:00,-7.617913000000001
2023-05-08 12:00:00,-8.257156
2023-05-08 12:01:00,-8.908198
2023-05-08 12:02:00,-8.984147
2023-05-08 12:03:00,-9.059185000000001
2023-05-08 12:04:00,-9.1468045
2023-05-08 12:05:00,-9.195843499999999
2023-05-08 12:06:00,-9.26868
2023-05-08 12:07:00,-9.337462499999999
2023-05-08 12:08:00,-9.362707
2023-05-08 12:09:00,-9.359149500000001
2023-05-08 12:10:00,-8.9110965
2023-05-08 12:11:00,-8.277859000000001
2023-05-08 12:12:00,-7.6797265
2023-05-08 12:13:00,-7.087072
2023-05-08 12:14:00,-6.504246
2023-05-08 12:15:00,-5.922122
2023-05-08 12:16:00,-5.3428605
2023-05-08 12:17:00,-4.670211500000001
2023-05-08 12:18:00,-4.0488135
2023-05-08 12:19:00,-3.3763925000000006
2023-05-08 12:20:00,-2.6998965
2023-05-08 12:21:00,-2.0120224999999996
2023-05-08 12:22:00,-1.8966865000000002
2023-05-08 12:23:00,-1.7865895
2023-05-08 12:24:00,-1.6796105
2023-05-08 12:25:00,-1.6184485
2023-05-08 12:26:00,-1.5330885
2023-05-08 12:27:00,-1.4434485
2023-05-08 12:28:00,-1.3531084999999998
2023-05-08 12:29:00,-1.2736565
2023-05-08 12:30:00,-1.2578989999999999
2023-05-08 12:31:00,-1.2430065
2023-05-08 12:32:00,-1.2433984999999999
2023-05-08 12:33:00,-1.3184005
2023-05-08 12:34:00,-1.388789
2023-05-08 12:35:00,-1.391855
2023-05-08 12:36:00,-1.3816605
2023-05-08 12:37:00,-1.3792485
2023-05-08 12:38:00,-1.3800735
2023-05-08 12:39:00,-1.3737465
2023-05-08 12:40:00,-1.371218
2023-05-08 12:41:00,-1.3821205
2023-05-08 12:42:00,-1.4009345
2023-05-08 12:43:00,-1.4178250000000001
2023-05-08 12:44:00,-1.4289850000000002
2023-05-08 12:45:00,-1.431775
2023-05-08 12:46:00,-1.435815
2023-05-08 12:47:00,-1.4520545
2023-05-08 12:48:00,-1.4716155
2023-05-08 12:49:00,-1.4883635
2023-05-08 12:50:00,-1.504709
2023-05-08 12:51:00,-1.505367
2023-05-08 12:52:00,-1.5244255
2023-05-08 12:53:00,-1.4751569999999998
2023-05-08 12:54:00,-1.4282325
2023-05-08 12:55:00,-1.456102
2023-05-08 12:56:00,-1.4840795
2023-05-08 12:57:00,-1.50113
2023-05-08 12:58:00,-1.5538955
2023-05-08 12:59:00,-1.5742665000000002
2023-05-08 13:00:00,-1.6300995
2023-05-08 13:01:00,-1.6535810000000002
2023-05-08 13:02:00,-1.6660270000000001
2023-05-08 13:03:00,-1.670194
2023-05-08 13:04:00,-1.674345
2023-05-08 13:05:00,-1.6898830000000002
2023-05-08 13:06:00,-1.7071310000000002
2023-05-08 13:07:00,-1.7116075000000002
2023-05-08 13:08:00,-1.7161155
2023-05-08 13:09:00,-1.7117509999999998
2023-05-08 13:10:00,-1.703449
2023-05-08 13:11:00,-1.714107
2023-05-08 13:12:00,-1.7059325
2023-05-08 13:13:00,-1.6911575
2023-05-08 13:14:00,-1.6810180000000001
2023-05-08 13:15:00,-1.6608319999999999
2023-05-08 13:16:00,-1.639634
2023-05-08 13:17:00,-1.6323314999999998
2023-05-08 13:18:00,-1.5847475
2023-05-08 13:19:00,-1.5785399999999998
2023-05-08 13:20:00,-1.537757
2023-05-08 13:21:00,-1.5215635
2023-05-08 13:22:00,-1.5576885
2023-05-08 13:23:00,-1.561446
2023-05-08 13:24:00,-1.5714209999999997
2023-05-08 13:25:00,-1.572594
2023-05-08 13:26:00,-1.5779215
2023-05-08 13:27:00,-1.57681
2023-05-08 13:28:00,-1.5712905
2023-05-08 13:29:00,-1.579736
2023-05-08 13:30:00,-1.619949
2023-05-08 13:31:00,-1.624711
2023-05-08 13:32:00,-1.6281515000000002
2023-05-08 13:33:00,-1.628453
2023-05-08 13:34:00,-1.6238685
2023-05-08 13:35:00,-1.6330319999999998
2023-05-08 13:36:00,-1.6421009999999998
2023-05-08 13:37:00,-1.647357
2023-05-08 13:38:00,-1.6736155
2023-05-08 13:39:00,-1.6664014999999999
2023-05-08 13:40:00,-1.6963169999999999
2023-05-08 13:41:00,-1.7005655
2023-05-08 13:42:00,-1.660405
2023-05-08 13:43:00,-1.6532514999999999
2023-05-08 13:44:00,-1.6472390000000001
2023-05-08 13:45:00,-1.6372615000000001
2023-05-08 13:46:00,-1.644212
2023-05-08 13:47:00,-1.651877
2023-05-08 13:48:00,-1.659245
2023-05-08 13:49:00,-1.6598965
2023-05-08 13:50:00,-1.6314034999999998
2023-05-08 13:51:00,-1.623915
2023-05-08 13:52:00,-1.6167874999999998
2023-05-08 13:53:00,-1.6167194999999999
2023-05-08 13:54:00,-1.6187109999999998
2023-05-08 13:55:00,-1.6168255
2023-05-08 13:56:00,-1.612727
2023-05-08 13:57:00,-1.6018445
2023-05-08 13:58:00,-1.5684879999999999
2023-05-08 13:59:00,-1.5721074999999998
2023-05-08 14:00:00,-1.5415094999999999
2023-05-08 14:01:00,-1.5403805
2023-05-08 14:02:00,-1.5373095
2023-05-08 14:03:00,-1.534246
2023-05-08 14:04:00,-1.568511
2023-05-08 14:05:00,-1.572631
2023-05-08 14:07:00,-1.5583595000000001
2023-05-08 14:08:00,-1.5578340000000002
2023-05-08 14:09:00,-1.5572205
2023-05-08 14:10:00,-1.532824
2023-05-08 14:11:00,-1.5083535
2023-05-08 14:12:00,-1.496151
2023-05-08 14:13:00,-1.4857605
2023-05-08 14:14:00,-1.4395727
2023-05-08 14:15:00,-1.39207775
2023-05-08 14:16:00,-1.33876535
2023-05-08 14:17:00,-1.28775605
2023-05-08 14:18:00,-1.2423499
2023-05-08 14:19:00,-1.2285093999999999
2023-05-08 14:20:00,-1.2126594
2023-05-08 14:21:00,-1.1974544
2023-05-08 14:22:00,-1.1854299000000001
2023-05-08 14:23:00,-1.1759838999999999
2023-05-08 14:24:00,-1.1661234
2023-05-08 14:25:00,-1.1137089
2023-05-08 14:26:00,-1.0598389499999998
2023-05-08 14:27:00,-1.0231072499999998
2023-05-08 14:28:00,-1.00359175
2023-05-08 14:29:00,-0.9855297499999999
2023-05-08 14:30:00,-0.9936127499999999
2023-05-08 14:31:00,-1.03157475
2023-05-08 14:32:00,-1.0655727499999998
2023-05-08 14:33:00,-1.1067717499999998
2023-05-08 14:34:00,-1.17903005
2023-05-08 14:35:00,-1.252452
2023-05-08 14:36:00,-1.3277413999999998
2023-05-08 14:37:00,-1.3967976999999998
2023-05-08 14:38:00,-1.47481485
2023-05-08 14:39:00,-1.49062885
2023-05-08 14:40:00,-1.5087798499999998
2023-05-08 14:41:00,-1.52259485
2023-05-08 14:42:00,-1.5216823499999999
2023-05-08 14:43:00,-1.4946307499999998
2023-05-08 14:44:00,-1.47563435
2023-05-08 14:45:00,-1.4867203500000001
2023-05-08 14:46:00,-1.5418233000000001
2023-05-08 14:47:00,-1.5768384999999998
2023-05-08 14:48:00,-1.5927604999999998
2023-05-08 14:49:00,-1.6311345000000002
2023-05-08 14:50:00,-1.6660440000000003
2023-05-08 14:51:00,-1.6661320000000002
2023-05-08 14:52:00,-1.6803990000000002
2023-05-08 14:53:00,-1.651562
2023-05-08 14:54:00,-1.6175369999999998
2023-05-08 14:55:00,-1.5843385
2023-05-08 14:56:00,-1.5420895000000001
2023-05-08 14:57:00,-1.506748
2023-05-08 14:58:00,-1.4612665000000002
2023-05-08 14:59:00,-1.4817274999999999
2023-05-08 15:00:00,-1.501305
2023-05-08 15:01:00,-1.502373
2023-05-08 15:02:00,-1.5129605
2023-05-08 15:03:00,-1.5545266
2023-05-08 15:04:00,-1.5785994999999997
2023-05-08 15:05:00,-1.5823935
2023-05-08 15:06:00,-1.5798444999999999
2023-05-08 15:07:00,-1.570526
2023-05-08 15:08:00,-1.567104
2023-05-08 15:09:00,-1.50526395
2023-05-08 15:10:00,-1.4450912
2023-05-08 15:11:00,-1.3895587
2023-05-08 15:12:00,-1.32017515
2023-05-08 15:13:00,-1.2844859999999998
2023-05-08 15:14:00,-1.2568178
2023-05-08 15:15:00,-1.2631242999999999
2023-05-08 15:16:00,-1.2855343
2023-05-08 15:17:00,-1.3141473000000001
2023-05-08 15:18:00,-1.3351102999999998
2023-05-08 15:19:00,-1.3233083
2023-05-08 15:20:00,-1.2997813
2023-05-08 15:21:00,-1.2989142999999999
2023-05-08 15:22:00,-1.2962048
2023-05-08 15:23:00,-1.2850837999999998
2023-05-08 15:24:00,-1.2937353
2023-05-08 15:25:00,-1.2569710500000002
2023-05-08 15:26:00,-1.2228492000000002
2023-05-08 15:27:00,-1.1925593
2023-05-08 15:28:00,-1.1551064999999998
2023-05-08 15:29:00,-1.1542329
2023-05-08 15:30:00,-1.18897065
2023-05-08 15:31:00,-1.22818615
2023-05-08 15:32:00,-1.2712707
2023-05-08 15:33:00,-1.31338785
2023-05-08 15:34:00,-1.35195355
2023-05-08 15:35:00,-1.3600135500000001
2023-05-08 15:36:00,-1.35708705
2023-05-08 15:37:00,-1.34833305
2023-05-08 15:38:00,-1.34131505
2023-05-08 15:39:00,-1.2999919500000001
2023-05-08 15:40:00,-1.26752205
2023-05-08 15:41:00,-1.23254465
2023-05-08 15:42:00,-1.2010331
2023-05-08 15:43:00,-1.1734146500000002
2023-05-08 15:44:00,-1.17453115
2023-05-08 15:45:00,-1.2140783999999998
2023-05-08 15:46:00,-1.2563532499999999
2023-05-08 15:47:00,-1.27824265
2023-05-08 15:48:00,-1.30260195
2023-05-08 15:49:00,-1.3255401
2023-05-08 15:50:00,-1.3130696
2023-05-08 15:51:00,-1.2914021
2023-05-08 15:52:00,-1.2706161
2023-05-08 15:53:00,-1.2094872
2023-05-08 15:54:00,-1.1493338
2023-05-08 15:55:00,-1.107769
2023-05-08 15:56:00,-1.05016435
